"","version","date","totalcs","versionm","lloc","classes","cs.by.klloc","cs.by.klloc.var","cs.by.classes","cs.by.classes.var"
"1","0.5.0",2002-12-14,133,"0.5.0",5450,58,24.4036697247706,2.5735460710012,2.29310344827586,4.38380809595202
"2","5.1.0",2013-04-14,402,"5.1.0",37098,47,10.8361636745916,0.713478827218008,8.5531914893617,-0.0545315320242849
